報導標題,報導日期,報導大意,報導內文
以哈戰爭／烽火連3月兩萬巴勒斯坦人喪命 UN官員連吐11次憤怒,2023-12-22,近3個月的時間，以色列在加薩走廊進行的猛烈轟炸，造成近半數民宅損毀、2萬人死亡、180萬人流離失所，大多數難民都擠在加薩走廊南部，一處聯合國的庇護所棲身。以哈戰爭的死亡人數相較延宕22個月的俄烏戰爭，整整高出了1倍之多。聯合國兒童基金會發言人艾爾德，以「人道噩夢」來形容加薩的慘況，在回答記者提問時，更連續以11個憤怒，表達自己的心情。,聯合國兒童基金會發言人艾爾德指出，「說實話，我是憤怒！我憤怒的是那些有權者，不把百萬兒童身處人道噩夢當回事；我憤怒的是在醫院，截肢後康復的兒童又死在醫院裡；我憤怒的是當我們討論之際，某處又將有人會被轟炸，接下來又要接受截肢；我對所有毫無意義的攻擊感到憤怒，唯一獲批准的蠢事，就是使用啞彈。」聯合國人道救援機構的官員，這個月19號在日內瓦總部的記者會，以「憤怒」、「不可置信」的口氣，談論加薩南部醫院、難民營，接二連三遭以色列炸彈襲擊的情事。美國有線電視新聞網（CNN）取得的美國情報評估，指到2023年12月中為止，以色列在人口稠密的加薩走廊，投擲了超過2萬9000枚炸彈，其中40%到45%都是無導引式炸彈，也就是無差別式的攻擊。戰爭爆發至今，3個月的時間，至少已經有2萬巴勒斯坦人喪命，1天將近300人死亡，相當於加薩220萬總人口的1%，高達7成的罹難者都是婦女、兒童。整個加薩走廊近半數民宅被炸毀、家園成了廢墟，180萬人流離失所，多數都擠在南部聯合國的庇護所棲身。從埃及經由拉法關卡運來的水、食物、醫療用品數量，相比之下有如杯水車薪。餓到發狂的難民，見到物資車隊，在求生本能的驅使下，跳上貨車搶奪物資。聯合國近東巴勒斯坦難民救濟工作署、拉薩里尼署長表示，「還有一個前所未見的情況，民眾攔下援救貨車，拿取食物馬上就吃了起來，顯示出他們有多麼迫切與飢餓，我是在現場親眼看到的。」國際紅十字會會長史普加瑞克指出，「我開始談到道德失敗，國際社會一天無法結束如此嚴重的苦難，就會一天天繼續失敗下去。這不光是影響加薩好幾個世代，遠超過加薩，因為這些影像都會留下來。」加薩以外的西岸佔領區，激進的猶太屯墾區移民，則是利用以色列國防軍對加薩開戰的機會，恐嚇、攻擊巴勒斯坦人，西岸16個村莊有近千人忍無可忍被迫遷居。實地探訪過現場的法國外交部長科隆納，這個月19日在巴黎與英國外相卡麥隆的聯合記者會，表示將對極端以色列屯墾區居民實施制裁。法國外交部長科隆納說：「 我必須要講，因為我剛從中東回來，我親眼見到西岸某些激進屯墾者所犯的暴行。這不只是遺憾，而是不能接受的；我們要求以色列採取行動，在以色列法律框架下，對他們採取適當制裁。」以巴雙方的敵意、仇恨值又來到歷史高點的時候，成立16年的以色列民間慈善團體「康復之路」（Road to Recovery） ，服務過無數巴勒斯坦病患，仍然有1000名義工，每天免費的載送西岸巴勒斯坦的癌症患者、器官移植手術、洗腎等病患，跨越檢查哨前往以色列醫院進行治療。「康復之路」組織負責人諾伊說：「我這麼做是為了以色列社會，不光是為巴勒斯坦人；因為即便是在戰時，我們也應該行正道，我們應該不要染上種族主義，應該把他們巴勒斯坦人當人看，我想我們已經忘記這事了，所以我要繼續做下去。」「康復之路」組織義工海曼表示，「我72歲，這一輩子，我們都和阿拉伯人巴勒斯坦人開戰；我想要和平，這是我為和平所盡的微薄之力。很多我的朋友家人都說，你做這個是瘋了，我們現在是和巴勒斯坦人打仗，我說，我會繼續做下去。」事實上，「康復之路」團體有4名義工命喪今（2023）年10月7號的哈瑪斯突襲，並有2名成員被綁架到加薩淪為哈瑪斯的人質。諾伊父母所住的南部猶太社區，正是遭哈瑪斯攻擊的地點之一。她坦言當她得知恐攻的當下，她的心就像破了一樣喘不過氣來，她想自己再也不要跟加薩的人說話，幾天過後，她決定不能讓暴行改變她，她要繼續做她認為正確的事。「康復之路」組織負責人諾伊指出，「有些人說我們的壞話，但我們盡量不要聽，繼續做下去；不要讓那進入我們心裡，把它放一邊去，繼續做我們需要做的事。」
以哈戰爭／防美又投票否決 UN休戰動議投票再延後,2023-12-21,以色列轟炸加薩造成的死亡人數已經突破2萬。以色列持續攻擊，哈瑪斯領導人為新一波休戰協議前往埃及，但沒有結果；聯合國安理會呼籲的「緊急且為延長人道援助的暫時停火」動議投票再度被延。,炸彈在眼前落下之際，救護車從人群中快速穿越，死神每天都來，以色列對加薩的轟炸沒有停緩。哈瑪斯衛生部門表示，以哈衝突下，加薩喪命的巴勒斯坦人至今已超過2萬。以色列總理納坦雅胡指出，「任何人覺得我們會就此打住的，都是脫離現實。」當天，聯合國安理會呼籲「緊急且為延長人道援助的暫時停火」動議投票再度被延，美國高度在意「提到停止敵對行動、讓聯合國負責檢查卡車，以確保運送的確實是人道救援物資」。安理會成員持續高張力談判，將投票延後到21日上午以避免美國再次投票否決。美國總統拜登（Joe Biden）向記者表示，人質釋放沒那麼快，「此刻無法預期，但我們正在努力。（加薩死亡人數今天突破2萬，您的看法是？）那是悲慘的。」於此同時，多半住在卡達的哈瑪斯領袖哈尼雅（Ismail Haniyeh）率領一個高層級的代表團前往開羅，為埃及所提的「新一波休戰及人質交換」進行談判。根據熟悉人士的說法，這次會議沒有結果，哈瑪斯不願用臨時解決方案來談戰爭，他們的立場仍然是「在最終停火前不會有交換可談」。埃及表示儘管談判艱難而漫長，仍將持續。
葉門反抗軍屢襲紅海商船 各國繞道台灣貨櫃三雄跟進,2023-12-19,"以哈衝突如今衝擊到全球海運市場。由伊朗所支持的葉門反抗軍青年運動，為了聲援哈瑪斯，最近頻繁針對紅海海域前往以色列的貨輪發動攻擊，國際間多家大型航運公司已宣布改道，英國石油公司18日也宣布跟進，而長榮等台灣的貨櫃業者也宣布同樣政策，估計將衝擊全球油價與消費商品價格。
",由於葉門反抗軍青年運動，持續針對行經紅海航往以色列的貨輪發動攻擊，英國石油巨擘英國石油公司18日表示，將跟隨包括丹麥的馬士基等全球4大航運業者的腳步，暫停紅海航線繞道而行。正在以色列訪問的美國國防部長奧斯汀（Lloyd Austin）18日強調，葉門的行為已違反《國際法》，將啟動代號名為「繁榮衛士」的行動，聯合歐洲跟非洲等9等盟友，共同保障行經紅海的商船，不受青年運動的攻擊與干擾，「在紅海，美方正在領導一支多國的海洋部隊，來守住自由航行的基石原則，伊朗支持青年運動攻擊商船的行為必須停手。」以色列總理納坦雅胡（Benjamin Netanyahu）指出，「紅海攻擊威脅到全世界的自由航行，我很感謝您採取行動來維持海峽的開放。」葉門的青年運動受伊朗所支持，為了抗議以色列持續攻擊加薩，從11月開始陸續針對其所掌控的紅海南端、連結紅海與亞丁灣的曼德海峽，攻擊航往以色列的商船，11月底還劫持了英國擁有、日本營運的「銀河領袖號」貨輪，挾持25名船員，銀河領袖號甚至成為葉門民眾的觀光景點。美國跟法國的軍艦最近也持續攔截青年運動的無人機攻擊。除了英國石油與國際大型航運業者外，台灣的貨櫃三雄，包括長榮、陽明與萬海，18日也宣布暫停紅海航線繞道。青年運動18日又宣布攻擊了2艘行經紅海的商船。由於紅海是全球最重要的石油跟液化天然氣與消費品運輸路線之一，也是亞洲藉由蘇伊士運河航向地中海、歐洲及美國東岸的重要航線，業者評估，船舶靠港等候或繞道而行將拉長船期，可能導致運價走高，如果繞道政策持續1到2週，也將衝高國際油價與民生消費商品的價格。
以哈戰爭／以公布哈瑪斯逾4米最大地道 認定對攻擊準備有重大作用,2023-12-18,以色列17日公布，在以色列跟加薩的過境關口艾瑞茲附近，發現哈瑪斯最大的大型地道。地道距離關口只有400公尺，而且能夠讓車輛通過，延伸長度超過4公里，還跟加薩有許多地下隧道相連，能運送人員與物資。以色列認定，這地道在10月7日的攻擊以色列行動，發揮重要作用。,過境關口艾瑞茲外的鐵門被炸出一個大洞，建築內也一片黑漆漆。以色列軍方17日公布，在以色列跟加薩的關口艾瑞茲附近，發現武裝組織哈瑪斯最大的地道。以國領土內政府活動協調局職員特卓表示，「艾瑞茲關口就在這道牆的後面，你能看到這是艾瑞茲關口建築，從這能看到建築的屋頂。第2個地方，他們試圖侵入基地的地方，就在這裡，你能看到哈瑪斯試圖炸毀牆壁，但他們沒有成功。」這個地道距離關口約400公尺，建設在一間車庫的正下方，讓以色列的無人機和衛星監測不到。而地道的內部寬度能讓車輛通過，還連結許多加薩的其他地道。從內部配置電線、排水管道跟網絡來看，至少花費數年時間建造，並藉此運送人員與物資。外界質疑以色列過去為何沒發現這地道，軍方表示，以國的安全部門在10月7日前，只發現外界進入以色列的隧道，並不知道這條隧道存在。另外，以軍研判，哈瑪斯利用火箭筒破壞過境關口的隔離牆，襲擊以色列基地，造成至少3名士兵死亡，並綁走部分士兵。以色列國防軍發言人哈加里少將（Daniel Hagari）指出，「這隧道目的在對艾瑞茲關口進行恐怖攻擊，我們已發現超過4公里的地道網，這是哈瑪斯的大型建設項目，它的深度達地底50公尺，在地道內，我們也發現了許多武器。」目前以軍還不清楚這地道在10月7日是否有被用在攻擊居民上，但認定地道在攻擊準備工作上發揮重要作用。而隨著以色列持續攻擊加薩，加薩的人道危機也越發嚴重，以色列開放除了拉法關口以外，讓聯合國救援團隊能從以色列與加薩邊界的一處關口，送救援物資進入加薩。但當地也開始出現難民攔截或是追趕救援物資車輛，還有人爬上車輛將物資丟下車給其他人，反而增加運送物資的困難。為了緩解人道危機，美國國防部長奧斯汀（Lloyd Austin）也飛往中東，預計會和以色列總理納坦雅胡（Benjamin Netanyahu）會談，敦促以色列停止大規模轟炸，防止更廣泛地區衝突。 
以哈戰爭／以軍誤殺人質引怒火 逼重回休戰談判桌,2023-12-18,就在以色列誤殺自家人質後，國內外不滿聲浪越演越烈，家屬控訴軍方拋棄、謀殺，盟友要求立即停火；正在訪問特拉維夫的法國外長柯隆納（Catherine Colonna）、還有週一將訪以色列的美國防長奧斯汀（Lloyd Austin）都對平民傷亡表示憂心。,17日遭誤殺人質的家屬舉行葬禮，亦控訴以色列政府的殺害行徑。遭誤殺人質家屬伊多說道，「在你做了所有正確的事情之後，那些拋棄你的人（政府）還殺害了你。」以色列國防軍發言人哈加里（Daniel Hagari）提及，「我們持續調查這起意外，也從中記取教訓。」以哈衝突持續10週，15日發生以色列誤殺自家3名人質等多起連續槍擊事件後，引發全球對相關行為的憂慮，以色列政府正面臨親密盟友要求停火的呼籲。以色列總理納坦雅胡（Benjamin Netanyahu）口口聲聲說要救回人質卻沒有進展，誤殺人質事件的憤怒可能會給他更大壓力，逼他重回休戰談判桌。17日當天，法國外長柯隆納訪問特拉維夫，便呼籲以方立即停火，尤其在以色列攻擊加薩走廊南部城市拉法期間，轟炸一棟法國領事館同事的房屋，造成當時一起在內避難的1名職員傷重不治。法國外長柯隆納表示，「以色列必須依照《國際法》之要求保護平民生命，必須同意停火。我們昨天還有今天又再度要求以色列外交部長柯恩說明所有情況，解釋為什麼這棟房子會成為攻擊目標。」美國國防部長奧斯汀18日將訪問以色列，以方將面臨縮減作戰行動之壓力，華府提供重要軍事外交支援、亦對平民傷亡表示越來越憂心；英國和德國外長呼籲做到「可持續性的」停火，因有太多平民喪生。以色列表示，17日首度有79輛卡車帶著援助物資從以色列直接進入加薩；兩方衝突前，每天有約500輛卡車進入。聯合國表示，每天空襲根本無法安全運送。此外加薩通訊中斷4天，是衝突以來最長的一次，目前逐漸恢復，但也造成救援與運送任務更加複雜。
以哈戰爭／以色列軍誤殺3自家人質 民眾集結示威抗議,2023-12-17,以哈衝突超過2個月，以色列軍隊大舉攻擊加薩各地，想要消滅武裝組織哈瑪斯，現在卻爆出誤殺自家人質。15日雙方交戰後，有3名人質舉白旗、打赤膊要投降，卻遭到以軍射殺死亡，引發以色列民眾聚集特拉維夫示威抗議。軍方已表態會為發生的所有事情負責。,大批民眾高舉標語跟旗幟，聚集在以色列第2大城特拉維夫，抗議國防軍在當地15日誤殺3名人質。抗議者阿維格多里說：「這些是我個人都認識的家庭，他們一直滿懷希望地等待親人回來。」抗議者帕倫斯表示，「我認為這是一場可怕的悲劇，應該早一些、更早地達成協議，這樣所有無辜犧牲者的命，都能倖免於難。」遭到殺害者的人質年紀在25歲到28歲不等，3人疑似從武裝組織哈瑪斯逃出後，向以軍求救時遭到射殺。以色列16日公布初步調查，表示在「西傑亞」交戰時，有士兵看到人質打赤膊、拿著綁在棍子上的白布條，朝以軍靠近。以軍卻誤認是恐怖份子，認為受到威脅，因此朝人質開槍。當時，有人質用希伯來文求救，以色列指揮官要求停火，卻依舊有人開槍，最後造成3名人質死亡。以色列國防軍發言人哈加里少將說明，「整個以色列國防軍錯認，將3名被綁架的以色列人當成威脅，結果部隊向他們開槍，他們因此被殺。槍擊發生後，在檢查過程中，我軍立即對死者的身份產生懷疑，他們遺體被轉移到以色列進行檢查，並在那裡確認了人質的身份。」軍方坦承，對人質開槍的行為，已經違反了以軍的交戰條例。以色列國防部長葛朗特也表示，將對這場戰爭中發生的一切成就、代價，及嚴重錯誤負責。而誤殺人質的消息傳出後，不少遭到釋放的人質跟其他人質的家屬，也走上特拉維夫街頭示威，敦促政府立刻展開人質協議，避免更多人犧牲。
以哈戰爭／群眾聲援加薩 頭戴巴勒斯坦傳統頭巾,2023-12-15,以色列遭哈瑪斯襲擊對加薩強力轟炸後，各地抗議浪潮不斷，也讓巴勒斯坦傳統頭巾工廠忙不過來。因為群眾會戴上象徵巴勒斯坦的黑白格紋頭巾表達聲援並要求停火。約旦河西岸的巴勒斯坦領土僅剩的1間頭巾工廠就指出，現在排隊等候出貨的人數已經有20萬人，要花好幾年才出得完貨。,織布機不斷來回運作，老師傅則拿著針線，織出一條條格紋。位在約旦河西岸的這間工廠，是巴勒斯坦領土上僅存的傳統頭巾庫菲亞工廠。過去2個多月，他們的訂單激增，生產速度已經趕不上出貨。以色列遭哈瑪斯襲擊、對加薩展開無差別轟炸後，各地掀起聲援加薩的浪潮，其中不少人會配戴象徵巴勒斯坦的黑白格紋庫菲亞表達聲援，要求停火。巴勒斯坦傳統頭巾歐洲經銷商表示，「頭巾是旗幟的替代品，頭巾比旗幟更好看，可以配戴 也更實用。」庫菲亞是中東各民族頭巾的統稱，不同地區有不同顏色，例如黑白、紅白或是全白。黑白格紋的庫菲亞原先是巴勒斯坦農民的傳統圍巾，後來成為巴勒斯坦民族運動的標誌，意義相當於巴勒斯坦國旗。已故的巴勒斯坦領導人阿拉法特公開場合都會配戴庫菲亞。聲援加薩民眾柯斯塔指出，「頭巾意味著反抗，意味人們以某種方式抵抗殖民主義，殖民主義很殘酷，你會失去你的土地、你的歷史、你的文化，所以我認為這條圍巾承載著自由的重量，真正的自由。」巴勒斯坦庫菲亞工廠的經銷商指出，過去2個多月訂單激增，以他們每個月5千至到6千條的產量，預計要花好幾年才能出完貨。巴勒斯坦傳統頭巾歐洲經銷商提到，「目前已經有20萬人在keffiyeh.org上加入『通知我』列表以獲得頭巾。」但戴上庫菲亞也有風險，例如有一些政治立場激進的人士會刻意攻擊配戴庫菲亞的人；另外，儘管德國和法國警方強調，只要不遮住臉，戴頭巾並不違法，但事實上從以哈衝突爆發至今，仍有數量不明的抗議人士因為戴上庫菲亞而被警告、罰款或拘留。
以哈戰爭／以稱戰至徹底滅敵遭伏擊10死 豪雨襲加薩難民更煎熬,2023-12-14,以色列13日表示，無論國際社會是否支持，都會繼續加薩走廊的戰爭，消滅哈瑪斯，結果也在當天遭遇伏擊10人陣亡。而加薩豪雨來襲，難民營人道危機雪上加霜。,以色列軍隊13日公布了加薩市的激烈戰鬥畫面，在幾乎被砲擊摧毀的謝賈雅區，以軍以壓倒性優勢武力，挨家挨戶搜查對戰。而哈瑪斯也持續頑強抵抗，24小時內共造成10名以軍官兵陣亡，他們多數是在支援友軍時遭遇1場伏擊，死者包括1名上校前線指揮官、1名中校軍團指揮官，是10月31號以來最慘重的1次單日損失。以軍的炮火已經奪走加薩1萬8千多位巴勒斯坦人性命，各地人道危機持續惡化，加薩一夕之間豪雨成災，民眾冒雨等著領取糧食，處境雪上加霜。賈巴利亞難民營裡，1名父親抱著女兒遺體，涉過深及大腿的淹水，畫面讓人心碎。當地衛生狀況惡劣，臨時帳棚搖搖欲墜，數百人用一間廁所，缺乏乾淨飲水跟食物，醫院缺乏藥物，醫師警告已經難以阻擋各種傳染病蔓延擴散。流離失所巴人阿布賽夫說：「我們逃過死劫了嗎，不，我們沒有，我對天發誓作為烈士而死，也比死在這裡好，我的女兒們在這裡、睡在水裡，所有的毯子都是濕的，我們沒有食物、飲水、藥品。」面對拜登與國際指責無差別攻擊平民，以色列強調無論國際支不支持都會把戰爭進行到底，而美國13日也再次宣示儘管對攻擊行動有所疑慮，對以色列的支持沒有減少。
Zara新廣告人偶裹白布 遭批消費加薩掀抵制聲浪,2023-12-13,西班牙品牌Zara 7日發表的新產品廣告，出現用白布包裹的人型模特兒，以及肢體殘缺的人偶，被批評消費加薩受災民眾，引發支持巴勒斯坦人士的抗議和抵制。Zara在11日全面刪除廣告，但也強調廣告早在7月就定案，遭到外界誤解相當遺憾。,西班牙巴塞隆納Zara分店櫥窗，仍擺設著引發軒然大波的系列夾克設計。Zara 7日在網路推出新廣告，模特兒抱著裹著白布的人偶，部分人偶還肢體殘缺，現場凌亂不堪，讓人聯想加薩地區遭受空襲的巴勒斯坦民眾慘狀，引發外界抵制聲浪。支持巴人組織更聚集在店面外示威，突尼西亞首都突尼斯的Zara分店，櫥窗和地板被噴上紅漆。Zara先前表示，該系列設計源自於幾世紀前的男裝剪裁，12日透過聲明表示，廣告在7月構思、9月拍攝，宣傳照營造出藝術家工作室的場景與氛圍，對於外界的誤解深感遺憾。這不是Zara首度引爆以巴爭議，2021年當時的設計總監曾發送反巴勒斯坦言論的訊息，而招來抵制聲浪。而以哈戰爭掀起美國大學反猶太言論的爭辯，因為沒能表態是否譴責反猶太主義而遭到點名下台的哈佛大學校長蓋伊，12日在董事會的支持下確定留任。高等教育紀事報資深記者薩尼斯說：「哈佛覺得讓蓋伊下台就是向政治壓力屈服，違反學術自由的原則，這是哈佛所引以為傲的。」超過650名哈佛教職員聯名簽署力挺蓋伊，賓大、哈佛、和麻省理工三校校長，5日在國會聽證會被批評沒能積極處理反猶太威脅。賓州大學校長麥吉爾先行請辭。麻省理工學院也表態將支持校長蔻恩布魯絲。高等教育紀事報資深記者薩尼斯指出，「 言論自由與學生安全兩者的平衡已經很難釐清，特別是在戰爭爆發後。」外界觀察，美國大學對於反猶太主義的界定與回應，已經撼動高教校園的自主性。
以哈戰爭／拜登警告以色列 將因攻擊加薩失國際支持,2023-12-13,美國總統拜登12日警告，以色列將因為對加薩的狂轟濫炸，而失去國際社會的支持。聯合國大會以153票壓倒性贊成，要求以色列立即人道停火，不過這項決議並不具實質約束力。,當以色列幾乎是以懲罰性且無差別轟炸加薩，百姓痛失至親的畫面天天在國際媒體上播送之際，美國總統拜登（Joe Biden）12日以少見的強硬措詞、帶有警告意味的口氣表示「以色列正因對加薩的狂轟濫炸，而失去國際社會的支持」。拜登認為以色列總理納坦雅胡（Benjamin Netanyahu）理解這一點，但對他的戰時內閣就沒把握了。人在黎巴嫩的哈瑪斯領袖之一哈姆丹對此表示，「拜登現在終於知道加薩戰爭是瘋狂行動了」。美國國家安全顧問蘇利文（Jake Sullivan）本週將前往以色列，直接進行磋商。拜登並再次警告以色列，不要重蹈2001年911恐怖攻擊事件後美國反應過度的覆轍。拜登在這段話更早之前，就是11日於白宮募款活動、光明節招待會上，面對猶太裔捐款人，亦毫不諱言自己跟以色列領導人有歧見，並談起一段陳年往事。拜登說：「我認識比比（納坦雅胡）已經51年了，他的辦公桌上有張我跟他的合照，當時他在以色列外交部門服務，我則是一位32歲的參議員，我在照片上頭寫著：『比比，我愛你。』但我不認同你說的任何話，到今天還是一樣。」在拜登募款活動發言前，納坦雅胡才感謝美國支持，獲得對地面進攻的全力支持，還擋下國際社會要求停火的壓力。納坦雅胡表示，「我們對哈瑪斯式微之後的日子意見分歧，我希望日後能有共識。」聯合國大會12日在193席中以153票贊成，通過立即人道停火，不過這項決議並不具實質約束力；上週美國才在安理會否決一項內容相似的決議。
